id	taxonID	scientificName
wfo-0001107008	wfo-0001107008	Leucadendron procerum (Salisb. ex Knight) I.Williams
wfo-0001022648	wfo-0001022648	Lycium arenicola Miers
wfo-0001106759	wfo-0001106759	Protea dracomontana Beard
wfo-0000486117	wfo-0000486117	Protea gaguedi J.F.Gmel.
wfo-0000944693	wfo-0000944693	Disperis anthoceros Rchb.f.
wfo-0001106755	wfo-0001106755	Protea curvata N.E.Br.
wfo-0001106801	wfo-0001106801	Protea nitida Mill.
wfo-0001106765	wfo-0001106765	Protea foliosa Rourke
wfo-0001106846	wfo-0001106846	Protea subvestita N.E.Br.
wfo-0001022920	wfo-0001022920	Lycium gariepense A.M.Venter
wfo-0001106824	wfo-0001106824	Protea revoluta R.Br.
wfo-0001106785	wfo-0001106785	Protea longifolia Andrews
wfo-0001106732	wfo-0001106732	Protea burchellii Stapf
wfo-0001106807	wfo-0001106807	Protea odorata Thunb.
wfo-0001021374	wfo-0001021374	Datura stramonium L.
wfo-0001106773	wfo-0001106773	Protea inopina Rourke
wfo-0001023214	wfo-0001023214	Lycium strandveldense A.M.Venter
wfo-0001028164	wfo-0001028164	Solanum goetzei Dammer
wfo-0001106709	wfo-0001106709	Spatalla racemosa (L.) Druce
wfo-0001026208	wfo-0001026208	Solanum anguivi Lam.
wfo-0000504449	wfo-0000504449	Serruria heterophylla Meisn.
wfo-0001216959	wfo-0001216959	Heliophila decurva Schltr.
wfo-0001106668	wfo-0001106668	Mimetes palustris Salisb. ex Knight
wfo-0001106707	wfo-0001106707	Spatalla propinqua R.Br.
wfo-0001106694	wfo-0001106694	Spatalla incurva (Thunb.) R.Br.
wfo-0000586792	wfo-0000586792	Cardamine flexuosa With.
wfo-0001107115	wfo-0001107115	Serruria stellata Rourke
wfo-0001106656	wfo-0001106656	Serruria zeyheri Meisn.
wfo-0000452489	wfo-0000452489	Mimetes stokoei E.Phillips & Hutch.
wfo-0001106614	wfo-0001106614	Serruria flagellifolia Salisb. ex Knight
wfo-0001216982	wfo-0001216982	Heliophila filicaulis Marais
wfo-0001106715	wfo-0001106715	Spatalla squamata Meisn.
wfo-0001106546	wfo-0001106546	Paranomus bolusii (Gand.) Levyns
wfo-0001106541	wfo-0001106541	Paranomus abrotanifolius Salisb. ex Knight
wfo-0000644780	wfo-0000644780	Diastella thymelaeoides (P.J.Bergius) Rourke
wfo-0000650478	wfo-0000650478	Diplotaxis muralis (L.) DC.
wfo-0001364762	wfo-0001364762	Diastella thymelaeoides subsp. meridiana Rourke
wfo-0001106576	wfo-0001106576	Paranomus tomentosus (E.Phillips & Hutch.) N.E.Br.
wfo-0001032260	wfo-0001032260	Solanum usaramense Dammer
wfo-0001106634	wfo-0001106634	Serruria meisneriana Schltr.
wfo-0001106632	wfo-0001106632	Serruria linearis Salisb. ex Knight
wfo-0001216897	wfo-0001216897	Heliophila adpressa O.E.Schulz
wfo-0000644776	wfo-0000644776	Diastella myrtifolia (Thunb.) Salisb. ex Knight
wfo-0000432651	wfo-0000432651	Sinapis arvensis L.
wfo-0001216934	wfo-0001216934	Heliophila cedarbergensis Marais
wfo-0001106596	wfo-0001106596	Serruria callosa Salisb. ex Knight
wfo-0001031589	wfo-0001031589	Solanum supinum Dunal
wfo-0001106631	wfo-0001106631	Serruria leipoldtii E.Phillips & Hutch.
wfo-0001217010	wfo-0001217010	Heliophila linoides Schltr.
wfo-0001106678	wfo-0001106678	Diastella thymelaeoides (P.J.Bergius) Rourke subsp. thymelaeoides
wfo-0001106549	wfo-0001106549	Paranomus candicans (Thunb.) Kuntze
wfo-0001106563	wfo-0001106563	Paranomus reflexus (E.Phillips & Hutch.) Fourc.
wfo-0001217032	wfo-0001217032	Heliophila pectinata Burch. ex DC.
wfo-0000644777	wfo-0000644777	Diastella parilis Salisb. ex Knight
wfo-0001106693	wfo-0001106693	Spatalla ericoides E.Phillips
wfo-0001106660	wfo-0001106660	Mimetes capitulatus R.Br.
wfo-0001217019	wfo-0001217019	Heliophila deserticola Schltr.
wfo-0001106703	wfo-0001106703	Spatalla parilis Salisb. ex Knight
wfo-0001106711	wfo-0001106711	Spatalla salsoloides (R.Br.) Rourke
wfo-0001106553	wfo-0001106553	Paranomus dispersus Levyns
wfo-0001107110	wfo-0001107110	Serruria altiscapa Rourke
wfo-0001217097	wfo-0001217097	Lepidium capense Thunb.
wfo-0000667389	wfo-0000667389	Encephalartos horridus (Jacq.) Lehm.
wfo-0000667435	wfo-0000667435	Encephalartos nubimontanus P.J.H.Hurter
wfo-0000667433	wfo-0000667433	Encephalartos natalensis R.A.Dyer & I.Verd.
wfo-0000667385	wfo-0000667385	Encephalartos heenanii R.A.Dyer
wfo-0000667402	wfo-0000667402	Encephalartos lanatus Stapf & Burtt Davy
wfo-0000667429	wfo-0000667429	Encephalartos msinganus Vorster
wfo-0000667466	wfo-0000667466	Encephalartos trispinosus (Hook.) R.A.Dyer
wfo-0001217111	wfo-0001217111	Lepidium suluense Marais
wfo-0000667360	wfo-0000667360	Encephalartos cupidus R.A.Dyer
wfo-0001217003	wfo-0001217003	Heliophila linearis DC. var. linearis
wfo-0001109043	wfo-0001109043	Ophioglossum vulgatum L.
wfo-0001217050	wfo-0001217050	Heliophila remotiflora O.E.Schulz
wfo-0000667434	wfo-0000667434	Encephalartos ngoyanus I.Verd.
wfo-0001106674	wfo-0001106674	Orothamnus zeyheri Pappe ex Hook.f.
wfo-0000667381	wfo-0000667381	Encephalartos ghellinckii Lem.
wfo-0000358544	wfo-0000358544	Lepidium africanum (Burm.f.) DC.
wfo-0000564314	wfo-0000564314	Bergia decumbens Planch. ex Harv.
wfo-0000564343	wfo-0000564343	Bergia salaria Bremek.
wfo-0000667480	wfo-0000667480	Encephalartos woodii Sander
wfo-0000667374	wfo-0000667374	Encephalartos eugene-maraisii I.Verd.
wfo-0001217054	wfo-0001217054	Heliophila schulzii Marais
wfo-0001110732	wfo-0001110732	Ophioglossum costatum R.Br.
wfo-0001217045	wfo-0001217045	Heliophila pusilla L.f.
wfo-0001155312	wfo-0001155312	Brachythecium plumosum (Hedw.) Schimp.
wfo-0001217078	wfo-0001217078	Heliophila variabilis Burch. ex DC.
wfo-0001155585	wfo-0001155585	Braunia secunda (Hook.) Bruch & Schimp.
wfo-0001217121	wfo-0001217121	Sisymbrium capense Thunb.
wfo-0000677472	wfo-0000677472	Erucastrum austroafricanum Al-Shehbaz & Warwick
wfo-0000610435	wfo-0000610435	Bulbophyllum sandersonii (Hook.f.) Rchb.f.
wfo-0000385487	wfo-0000385487	Ozoroa dispar (C.Presl) R.Fern. & A.Fern.
wfo-0000274949	wfo-0000274949	Platylepis glandulosa (Lindl.) Rchb.f.
wfo-0000306850	wfo-0000306850	Schizochilus lilacinus Schelpe ex H.P.Linder
wfo-0000385489	wfo-0000385489	Ozoroa crassinervia (Engl.) R.Fern. & A.Fern.
wfo-0001050305	wfo-0001050305	Ozoroa obovata (Oliv.) R.Fern. & A.Fern.
wfo-0001050271	wfo-0001050271	Ozoroa engleri R.Fern. & A.Fern.
wfo-0001171102	wfo-0001171102	Pseudoleskea leskeoides (Paris) Mull.Hal.
wfo-0000306840	wfo-0000306840	Schizochilus crenulatus H.P.Linder
wfo-0001050188	wfo-0001050188	Loxostylis alata A.Spreng. ex Rchb.
wfo-0000228482	wfo-0000228482	Liparis remota J.L.Stewart & Schelpe
wfo-0001081381	wfo-0001081381	Dissotis canescens (E.Mey. ex R.A.Graham) Hook.f.
wfo-0000816506	wfo-0000816506	Merciera tenuifolia (L.f.) A.DC.
wfo-0000816492	wfo-0000816492	Merciera azurea Schltr.
wfo-0000816490	wfo-0000816490	Merciera eckloniana H.Buek
wfo-0000306844	wfo-0000306844	Schizochilus gerrardii (Rchb.f.) Bolus
wfo-0000816489	wfo-0000816489	Merciera leptoloba A.DC.
wfo-0000249984	wfo-0000249984	Neobolusia tysonii (Bolus) Schltr.
wfo-0001191515	wfo-0001191515	Syrrhopodon gaudichaudii Mont.
wfo-0000348810	wfo-0000348810	Bolusiella maudiae (Bolus) Schltr.
wfo-0001081391	wfo-0001081391	Memecylon bachmannii Engl.
wfo-0001080361	wfo-0001080361	Antherotoma naudinii Hook.f.
wfo-0000977359	wfo-0000977359	Habenaria clavata (Lindl.) Rchb.f.
wfo-0000816622	wfo-0000816622	Merciera tetraloba Cupido
wfo-0001202185	wfo-0001202185	Pterobryopsis hoehnelii (Mull.Hal.) Mull.Hal.
wfo-0000977150	wfo-0000977150	Habenaria arenaria Lindl.
wfo-0000830745	wfo-0000830745	Craterocapsa montana (A.DC.) Hilliard & B.L.Burtt
wfo-0000349917	wfo-0000349917	Bonatea porrecta (Bolus) Summerh.
wfo-0000817517	wfo-0000817517	Prismatocarpus pedunculatus (P.J.Bergius) A.DC.
wfo-0000350017	wfo-0000350017	Bonatea steudneri (Rchb.f.) T.Durand & Schinz
wfo-0000818106	wfo-0000818106	Roella recurvata A.DC.
wfo-0000817611	wfo-0000817611	Prismatocarpus candolleanus Cham.
wfo-0000817564	wfo-0000817564	Prismatocarpus fruticosus (L.) L'Her.
wfo-0000817559	wfo-0000817559	Prismatocarpus implicatus Adamson
wfo-0000817547	wfo-0000817547	Prismatocarpus decurrens Adamson
wfo-0000818144	wfo-0000818144	Roella decurrens L'Her.
wfo-0000817534	wfo-0000817534	Prismatocarpus tenerrimus H.Buek
wfo-0000977576	wfo-0000977576	Habenaria epipactidea Rchb.f.
wfo-0000818114	wfo-0000818114	Roella bryoides H.Buek
wfo-0000977667	wfo-0000977667	Habenaria galpinii Bolus
wfo-0000818225	wfo-0000818225	Roella prostrata E.Mey. ex A.DC.
wfo-0000818237	wfo-0000818237	Roella latiloba A.DC.
wfo-0000817515	wfo-0000817515	Prismatocarpus pauciflorus Adamson
wfo-0000831012	wfo-0000831012	Ceratandra venosa (Lindl.) Schltr.
wfo-0000817533	wfo-0000817533	Prismatocarpus tenellus Oliv.
wfo-0000819413	wfo-0000819413	Wahlenbergia pilosa H.Buek
wfo-0000819335	wfo-0000819335	Wahlenbergia scopella Brehmer
wfo-0000819440	wfo-0000819440	Wahlenbergia rara Schltr. & Brehmer
wfo-0000978203	wfo-0000978203	Habenaria mossii (G.Will.) J.C.Manning
wfo-0000819390	wfo-0000819390	Wahlenbergia stellarioides Cham. & Schltdl.
wfo-0000819652	wfo-0000819652	Wahlenbergia denudata A.DC.
wfo-0000819530	wfo-0000819530	Wahlenbergia thunbergiana (H.Buek) Lammers
wfo-0000819801	wfo-0000819801	Wahlenbergia fasciculata Brehmer
wfo-0000978100	wfo-0000978100	Habenaria malacophylla Rchb.f.
wfo-0000819690	wfo-0000819690	Wahlenbergia ecklonii H.Buek
wfo-0000819651	wfo-0000819651	Wahlenbergia depressa J.M.Wood & M.S.Evans
wfo-0000819552	wfo-0000819552	Wahlenbergia tetramera Thulin
wfo-0000349984	wfo-0000349984	Bonatea speciosa (L.f.) Willd.
wfo-0000819698	wfo-0000819698	Wahlenbergia acuminata Brehmer
wfo-0001421303	wfo-0001421303	Wahlenbergia subulata (L'Her.) Lammers var. subulata
wfo-0000830968	wfo-0000830968	Ceratandra harveyana Lindl.
wfo-0000819484	wfo-0000819484	Wahlenbergia laxiflora (Sond.) Lammers
wfo-0000977939	wfo-0000977939	Habenaria laevigata Lindl.
wfo-0000819772	wfo-0000819772	Wahlenbergia meyeri A.DC.
wfo-0000819670	wfo-0000819670	Wahlenbergia dunantii A.DC.
wfo-0000819397	wfo-0000819397	Wahlenbergia subpilosa Brehmer
wfo-0000819493	wfo-0000819493	Wahlenbergia brachiata (Adamson) Lammers
wfo-0000819672	wfo-0000819672	Wahlenbergia asperifolia Brehmer
wfo-0000959801	wfo-0000959801	Eulophia cucullata (Afzel. ex Sw.) Steud.
wfo-0000819455	wfo-0000819455	Wahlenbergia pseudoandrosacea Brehmer
wfo-0000960168	wfo-0000960168	Eulophia petersii (Rchb.f.) Rchb.f.
wfo-0000959782	wfo-0000959782	Eulophia coeloglossa Schltr.
wfo-0000435962	wfo-0000435962	Brownleea galpinii Bolus
wfo-0000819712	wfo-0000819712	Wahlenbergia longisepala Brehmer
wfo-0000819433	wfo-0000819433	Wahlenbergia psammophila Schltr.
wfo-0000959773	wfo-0000959773	Eulophia hians Spreng. var. hians
wfo-0000819796	wfo-0000819796	Wahlenbergia fistulosa Brehmer
wfo-0000819481	wfo-0000819481	Wahlenbergia macrostachys (A.DC.) Lammers
wfo-0001338641	wfo-0001338641	Brownleea graminicola McMurtry
wfo-0000960312	wfo-0000960312	Eulophia tenella Rchb.f.
wfo-0000819524	wfo-0000819524	Wahlenbergia unidentata (L.f.) Lammers
wfo-0000960379	wfo-0000960379	Eulophia zeyheriana Sond.
wfo-0001421306	wfo-0001421306	Wahlenbergia thunbergii (Schult.) B.Nord. var. thunbergii
wfo-0000819514	wfo-0000819514	Wahlenbergia umbellata (Adamson) Lammers
wfo-0000819369	wfo-0000819369	Wahlenbergia subtilis Brehmer
wfo-0000819739	wfo-0000819739	Wahlenbergia nana Brehmer
wfo-0000819421	wfo-0000819421	Wahlenbergia tenuis A.DC.
wfo-0000959892	wfo-0000959892	Eulophia fridericii (Rchb.f.) A.V.Hall
wfo-0000819352	wfo-0000819352	Wahlenbergia saxifragoides Brehmer
wfo-0000304812	wfo-0000304812	Satyrium neglectum Schltr. subsp. neglectum
wfo-0000819605	wfo-0000819605	Wahlenbergia cernua (Thunb.) A.DC.
wfo-0000304866	wfo-0000304866	Satyrium pumilum Thunb.
wfo-0000819709	wfo-0000819709	Wahlenbergia lobata Brehmer
wfo-0000304779	wfo-0000304779	Satyrium longicolle Lindl.
wfo-0000819666	wfo-0000819666	Wahlenbergia decipiens A.DC.
wfo-0000819347	wfo-0000819347	Wahlenbergia sessiliflora Brehmer
wfo-0000819699	wfo-0000819699	Wahlenbergia adpressa (L.f.) Sond.
wfo-0000819738	wfo-0000819738	Wahlenbergia namaquana Sond.
wfo-0000620146	wfo-0000620146	Corchorus psammophilus Codd
wfo-0001337050	wfo-0001337050	Campylostachys helmei J.C.Manning & Goldblatt
wfo-0000819517	wfo-0000819517	Wahlenbergia subulata (L'Her.) Lammers
wfo-0000710244	wfo-0000710244	Grewia retinervis Burret
wfo-0000304695	wfo-0000304695	Satyrium cristatum Sond. var. cristatum
wfo-0000316856	wfo-0000316856	Stilbe overbergensis Rourke
wfo-0000710226	wfo-0000710226	Grewia pondoensis Burret
wfo-0000620125	wfo-0000620125	Corchorus olitorius L.
wfo-0000288666	wfo-0000288666	Pterygodium magnum Rchb.f.
wfo-0000584001	wfo-0000584001	Cannabis sativa L.
wfo-0000304794	wfo-0000304794	Satyrium membranaceum Sw.
wfo-0000819518	wfo-0000819518	Wahlenbergia tenella (L.f.) Lammers
wfo-0000316851	wfo-0000316851	Stilbe ericoides (L.) L.
wfo-0000476468	wfo-0000476468	Pyrenacantha grandiflora Baill.
wfo-0000304785	wfo-0000304785	Satyrium macrophyllum Lindl.
wfo-0000457294	wfo-0000457294	Triumfetta angolensis Sprague & Hutch.
wfo-0001130654	wfo-0001130654	Oligomeris dipetala (Aiton) Turcz.
wfo-0000590647	wfo-0000590647	Casuarina cunninghamiana Miq.
wfo-0000589546	wfo-0000589546	Cassinopsis tinifolia Harv.
wfo-0000304713	wfo-0000304713	Satyrium emarcidum Bolus
wfo-0000710147	wfo-0000710147	Grewia occidentalis L.
wfo-0000710393	wfo-0000710393	Grewia villosa Willd.
wfo-0001203578	wfo-0001203578	Cephaloziella schelpei S.W.Arnell
wfo-0001203537	wfo-0001203537	Cephaloziella lycopodioides (Sim) S.W.Arnell
wfo-0000304650	wfo-0000304650	Satyrium bicorne (L.) Thunb.
wfo-0000462651	wfo-0000462651	Reseda lutea L.
wfo-0001083548	wfo-0001083548	Turraea obtusifolia Hochst.
wfo-0000455439	wfo-0000455439	Trichilia dregeana Sond.
wfo-0001337046	wfo-0001337046	Pterygodium ingeanum (E.G.H.Oliv.) J.C.Manning & Goldblatt
wfo-0001203599	wfo-0001203599	Cephaloziella tabularis S.W.Arnell
wfo-0001260087	wfo-0001260087	Turraea streyi F.White & Styles
wfo-0001337045	wfo-0001337045	Pterygodium dracomontanum (Parkman & Schelpe) J.C.Manning & Goldblatt
wfo-0001199034	wfo-0001199034	Cylindrocolea atroviridis (Sim) Vana
wfo-0000944720	wfo-0000944720	Disperis circumflexa (L.) T.Durand & Schinz subsp. circumflexa
wfo-0000971019	wfo-0000971019	Ancylobothrys petersiana (Klotzsch) Pierre
wfo-0000944811	wfo-0000944811	Disperis thorncroftii Schltr.
wfo-0000336130	wfo-0000336130	Acokanthera oppositifolia (Lam.) Codd
wfo-0000413298	wfo-0000413298	Tapinanthus oleifolius (J.C.Wendl.) Danser
wfo-0000974475	wfo-0000974475	Gonioma kamassi E.Mey.
wfo-0001142449	wfo-0001142449	Struthiola recta C.H.Wright
wfo-0000763757	wfo-0000763757	Adenium multiflorum Klotzsch
wfo-0001282084	wfo-0001282084	Lasiosiphon polycephalus (E.Mey. ex Meisn.) H.Pearson
wfo-0000336536	wfo-0000336536	Acokanthera rotundata (Codd) Kupicha
wfo-0001210362	wfo-0001210362	Lophocolea bewsii (Sim) Grolle
wfo-0000803551	wfo-0000803551	Carissa macrocarpa (Eckl.) A.DC.
wfo-0001202610	wfo-0001202610	Lophocolea concreta Mont.
wfo-0000704901	wfo-0000704901	Gnidia nodiflora Meisn.
wfo-0000319847	wfo-0000319847	Tabernaemontana elegans Stapf
wfo-0000589782	wfo-0000589782	Cassytha filiformis L.
wfo-0000704983	wfo-0000704983	Gnidia sonderiana Meisn.
wfo-0001085087	wfo-0001085087	Oftia glabra Compton
wfo-0000704997	wfo-0000704997	Gnidia strigillosa Meisn.
wfo-0000817683	wfo-0000817683	Parinari curatellifolia Planch. ex Benth.
wfo-0001195815	wfo-0001195815	Chryso-Hypnum cavifolium (Dixon) Ochyra & Sharp
wfo-0000475736	wfo-0000475736	Peddiea africana Harv.
wfo-0001167941	wfo-0001167941	Isopterygium strangulatum (Hampe ex Mull.Hal.) Broth.
wfo-0001421369	wfo-0001421369	Cassytha pondoensis Engl. var. pondoensis
wfo-0001142443	wfo-0001142443	Struthiola mundii Eckl. ex Meisn.
wfo-0001070355	wfo-0001070355	Cryptocarya angustifolia E.Mey. ex Meisn.
wfo-0001142430	wfo-0001142430	Struthiola fasciata C.H.Wright
wfo-0001156926	wfo-0001156926	Hypnum macrogynum Besch.
wfo-0000704911	wfo-0000704911	Gnidia orbiculata C.H.Wright
wfo-0000646102	wfo-0000646102	Diclis reptans Benth.
wfo-0000598902	wfo-0000598902	Chaenostoma titanophilum (Hilliard) Kornhall
wfo-0000598891	wfo-0000598891	Chaenostoma rotundifolium Benth.
wfo-0000598844	wfo-0000598844	Chaenostoma glanduliferum (Hilliard) Kornhall
wfo-0000598866	wfo-0000598866	Chaenostoma marifolium Benth.
wfo-0000668003	wfo-0000668003	Englerodaphne ovalifolia (Meisn.) E.Phillips
wfo-0000598853	wfo-0000598853	Chaenostoma integrifolium (L.f.) Benth.
wfo-0001273267	wfo-0001273267	Polycarena formosa Hilliard
wfo-0000704940	wfo-0000704940	Gnidia propinqua (Hilliard) B.Peterson
wfo-0000598856	wfo-0000598856	Chaenostoma langebergense (Hilliard) Kornhall
wfo-0001142452	wfo-0001142452	Struthiola salteri Levyns
wfo-0001137366	wfo-0001137366	Peliostomum virgatum E.Mey. ex Benth.
wfo-0001137356	wfo-0001137356	Peliostomum leucorrhizum E.Mey. ex Benth.
wfo-0000704727	wfo-0000704727	Gnidia aberrans C.H.Wright
wfo-0000598843	wfo-0000598843	Chaenostoma glabratum Benth.
wfo-0000598879	wfo-0000598879	Chaenostoma placidum (Hilliard) Kornhall
wfo-0000598876	wfo-0000598876	Chaenostoma pauciflorum Benth.
wfo-0001137698	wfo-0001137698	Polycarena rariflora Benth.
wfo-0000474828	wfo-0000474828	Polycarena subtilis Hilliard
wfo-0000704916	wfo-0000704916	Gnidia parviflora Meisn.
wfo-0000471492	wfo-0000471492	Phyllopodium rustii (Rolfe) Hilliard
wfo-0001137649	wfo-0001137649	Phyllopodium bracteatum Benth.
wfo-0001260987	wfo-0001260987	Lyperia formosa Hilliard
wfo-0000704805	wfo-0000704805	Gnidia fastigiata Rendle
wfo-0000471550	wfo-0000471550	Phyllopodium hispidulum (Thell.) Hilliard
wfo-0000541037	wfo-0000541037	Aptosimum transvaalense Emil Weber
wfo-0001137662	wfo-0001137662	Phyllopodium alpinum N.E.Br.
wfo-0001142421	wfo-0001142421	Struthiola ciliata (L.) Lam.
wfo-0001137695	wfo-0001137695	Polycarena pubescens Benth.
wfo-0000541036	wfo-0000541036	Aptosimum tragacanthoides E.Mey. ex Benth.
wfo-0001142468	wfo-0001142468	Lachnaea diosmoides Meisn.
wfo-0000471487	wfo-0000471487	Phyllopodium phyllopodioides (Schltr.) Hilliard
wfo-0000705008	wfo-0000705008	Gnidia thesioides Meisn.
wfo-0000471515	wfo-0000471515	Phyllopodium namaense (Thell.) Hilliard
wfo-0000389241	wfo-0000389241	Olinia capensis (Jacq.) Klotzsch
wfo-0000707771	wfo-0000707771	Gosela eckloniana Choisy
wfo-0001142466	wfo-0001142466	Lachnaea capitata (L.) Crantz
wfo-0001274924	wfo-0001274924	Pseudoselago prolixa Hilliard
wfo-0000458546	wfo-0000458546	Trieenea longipedicellata Hilliard
wfo-0001272622	wfo-0001272622	Passerina corymbosa Eckl. ex C.H.Wright
wfo-0001220774	wfo-0001220774	Trieenea taylorii Hilliard
wfo-0001142483	wfo-0001142483	Lachnaea gracilis Meisn.
wfo-0001142496	wfo-0001142496	Passerina comosa (Meisn.) C.H.Wright
wfo-0001274920	wfo-0001274920	Pseudoselago densifolia (Hochst.) Hilliard
wfo-0000651833	wfo-0000651833	Dischisma tomentosum Schltr.
wfo-0001142475	wfo-0001142475	Lachnaea filamentosa Meisn.
wfo-0000389231	wfo-0000389231	Olinia rochetiana A.Juss.
wfo-0000626289	wfo-0000626289	Cromidon decumbens (Thunb.) Hilliard
wfo-0000626293	wfo-0000626293	Cromidon hamulosum (E.Mey.) Hilliard
wfo-0001142479	wfo-0001142479	Lachnaea globulifera Meisn.
wfo-0000458550	wfo-0000458550	Trieenea frigida Hilliard
wfo-0001142489	wfo-0001142489	Lachnaea nervosa (Thunb.) Meisn.
wfo-0001272621	wfo-0001272621	Passerina drakensbergensis Hilliard & B.L.Burtt
wfo-0001267318	wfo-0001267318	Lachnaea stokoei Beyers
wfo-0000450846	wfo-0000450846	Melanospermum italae Hilliard
wfo-0001142505	wfo-0001142505	Passerina rubra C.H.Wright
wfo-0000570080	wfo-0000570080	Bowkeria verticillata (Eckl. & Zeyh.) Druce
wfo-0001274910	wfo-0001274910	Pseudoselago langebergensis Hilliard
wfo-0001274922	wfo-0001274922	Pseudoselago humilis (Rolfe) Hilliard
wfo-0000704283	wfo-0000704283	Glumicalyx flanaganii (Hiern) Hilliard & B.L.Burtt
wfo-0001274275	wfo-0001274275	Pseudoselago recurvifolia Hilliard
wfo-0001142494	wfo-0001142494	Lachnaea striata (Lam.) Meisn.
wfo-0001138099	wfo-0001138099	Harveya scarlatina (Benth.) Hook. ex Steud.
wfo-0000704974	wfo-0000704974	Gnidia simplex L.
wfo-0001220669	wfo-0001220669	Jamesbrittenia phlogiflora (Benth.) Hilliard
wfo-0000451201	wfo-0000451201	Manulea cinerea Hilliard
wfo-0001389993	wfo-0001389993	Jamesbrittenia canescens var. seineri (Pilg.) Hilliard
wfo-0000355154	wfo-0000355154	Jamesbrittenia maxii (Hiern) Hilliard
wfo-0001220667	wfo-0001220667	Jamesbrittenia foliolosa (Benth.) Hilliard
wfo-0001138036	wfo-0001138036	Tetraselago longituba (Rolfe) Hilliard & B.L.Burtt
wfo-0001267311	wfo-0001267311	Lachnaea grandiflora (L.f.) Baill.
wfo-0000451162	wfo-0000451162	Manulea adenocalyx Hilliard
wfo-0001139086	wfo-0001139086	Manulea annua (Hiern) Hilliard
wfo-0000981995	wfo-0000981995	Heteropyxis canescens Oliv.
wfo-0000716120	wfo-0000716120	Harveya roseoalba J.C.Manning & Goldblatt
wfo-0000226626	wfo-0000226626	Leptospermum laevigatum (Gaertn.) F.Muell.
wfo-0001139103	wfo-0001139103	Jamesbrittenia aspalathoides (Benth.) Hilliard
wfo-0000284421	wfo-0000284421	Psidium guajava L.
wfo-0001259677	wfo-0001259677	Jamesbrittenia silenoides (Hilliard) Hilliard
wfo-0001138101	wfo-0001138101	Harveya squamosa (Thunb.) Steud.
wfo-0000123395	wfo-0000123395	Tolpis capensis (L.) Sch.Bip.
wfo-0001259650	wfo-0001259650	Jamesbrittenia integerrima (Benth.) Hilliard
wfo-0001138042	wfo-0001138042	Tetraselago wilmsii (Rolfe) Hilliard & B.L.Burtt
wfo-0000039895	wfo-0000039895	Metalasia humilis P.O.Karis
wfo-0001220670	wfo-0001220670	Jamesbrittenia grandiflora (Galpin) Hilliard
wfo-0000003929	wfo-0000003929	Metalasia calcicola P.O.Karis
wfo-0000573610	wfo-0000573610	Buchnera erinoides Jaroscz
wfo-0000573749	wfo-0000573749	Buchnera reducta Hiern
wfo-0000019525	wfo-0000019525	Metalasia bodkinii L.Bolus
wfo-0000451188	wfo-0000451188	Manulea ovatifolia Hilliard
wfo-0000006491	wfo-0000006491	Metalasia pulcherrima Less. f. pulcherrima
wfo-0000419074	wfo-0000419074	Verbascum virgatum Stokes
wfo-0001137484	wfo-0001137484	Manulea leptosiphon Thell.
wfo-0000032879	wfo-0000032879	Brachylaena ilicifolia (Lam.) E.Phillips & Schweick.
wfo-0000025378	wfo-0000025378	Metalasia rhoderoides T.M.Salter
wfo-0000067543	wfo-0000067543	Metalasia confusa Pillans
wfo-0000014608	wfo-0000014608	Metalasia dregeana DC.
wfo-0001332562	wfo-0001332562	Metalasia namaquana P.O.Karis & Helme
wfo-0000035048	wfo-0000035048	Arrowsmithia styphelioides DC.
wfo-0000451455	wfo-0000451455	Manulea plurirosulata Hilliard
wfo-0000068619	wfo-0000068619	Syncarpha flava (Compton) B.Nord.
wfo-0001137458	wfo-0001137458	Manulea altissima L.f.
wfo-0000088632	wfo-0000088632	Anisochaeta mikanioides DC.
wfo-0000025800	wfo-0000025800	Eumorphia corymbosa E.Phillips
wfo-0000573572	wfo-0000573572	Buchnera ciliolata Engl.
wfo-0000573594	wfo-0000573594	Buchnera dura Benth.
wfo-0000451191	wfo-0000451191	Manulea linearifolia Hilliard
wfo-0000046620	wfo-0000046620	Microglossa mespilifolia (Less.) B.L.Rob.
wfo-0000015701	wfo-0000015701	Oligothrix gracilis DC.
wfo-0000074606	wfo-0000074606	Amphiglossa triflora DC.
wfo-0000015339	wfo-0000015339	Callilepis leptophylla Harv.
wfo-0000451195	wfo-0000451195	Manulea montana Hilliard
wfo-0000045902	wfo-0000045902	Lopholaena longipes (Harv.) Thell.
wfo-0001137497	wfo-0001137497	Manulea obtusa Hiern
wfo-0000051946	wfo-0000051946	Blumea dregeanoides Sch.Bip. ex A.Rich.
wfo-0001137467	wfo-0001137467	Manulea juncea Benth.
wfo-0001137488	wfo-0001137488	Manulea glandulosa E.Phillips
wfo-0000129981	wfo-0000129981	Euryops brachypodus (DC.) B.Nord.
wfo-0001137850	wfo-0001137850	Selago curvifolia Rolfe
wfo-0000425778	wfo-0000425778	Veronica hederifolia L.
wfo-0001137991	wfo-0001137991	Selago densiflora Rolfe
wfo-0001137897	wfo-0001137897	Selago linearifolia Rolfe
wfo-0001137979	wfo-0001137979	Selago articulata Thunb.
wfo-0001137922	wfo-0001137922	Selago polystachya L.
wfo-0000001786	wfo-0000001786	Elytropappus hispidus (L.f.) Druce
wfo-0000009135	wfo-0000009135	Lasiopogon micropoides DC.
