id	taxonID	scientificName
wfo-0000194469	wfo-0000194469	Indigofera porrecta Eckl. & Zeyh.
wfo-0000212352	wfo-0000212352	Otholobium striatum (Thunb.) C.H.Stirt.
wfo-0000211433	wfo-0000211433	Aspalathus callosa L.
wfo-0000211573	wfo-0000211573	Aspalathus intricata subsp. oxyclada (Compton) R.Dahlgren
wfo-0000212343	wfo-0000212343	Otholobium rubicundum C.H.Stirt.
wfo-0000507511	wfo-0000507511	Lebeckia brevicarpa M.M.le Roux & B.-E.van Wyk
wfo-0000552107	wfo-0000552107	Aspalathus katbergensis (R.Dahlgren) R.Dahlgren
wfo-0001056811	wfo-0001056811	Podalyria pearsonii E.Phillips
wfo-0001366012	wfo-0001366012	Aspalathus lotoides subsp. lagopus (Thunb.) R.Dahlgren
wfo-0000211460	wfo-0000211460	Aspalathus obliqua R.Dahlgren
wfo-0000211211	wfo-0000211211	Aspalathus dunsdoniana Alston ex R.Dahlgren
wfo-0000197623	wfo-0000197623	Cyclopia bolusii Hofmeyr & E.Phillips
wfo-0000632109	wfo-0000632109	Cyclopia alopecuroides A.L.Schutte
wfo-0000211645	wfo-0000211645	Aspalathus monosperma (DC.) R.Dahlgren
wfo-0000198007	wfo-0000198007	Podalyria burchellii DC.
wfo-0000211827	wfo-0000211827	Lotononis pumila Eckl. & Zeyh.
wfo-0000211416	wfo-0000211416	Aspalathus glabrescens R.Dahlgren
wfo-0000183486	wfo-0000183486	Lotononis racemiflora B.-E.van Wyk
wfo-0000211346	wfo-0000211346	Aspalathus ericifolia L. subsp. ericifolia
wfo-0000195415	wfo-0000195415	Eriosema dregei E.Mey.
wfo-0000195405	wfo-0000195405	Eriosema cordatum E.Mey.
wfo-0001033918	wfo-0001033918	Aspalathus kougaensis (Garab. ex R.Dahlgren) R.Dahlgren
wfo-0000195414	wfo-0000195414	Eriosema distinctum N.E.Br.
wfo-0000211571	wfo-0000211571	Aspalathus intricata Compton subsp. intricata
wfo-0000192016	wfo-0000192016	Indigastrum burkeanum (Benth. ex Harv.) Schrire
wfo-0000200066	wfo-0000200066	Millettia grandis (E.Mey.) Skeels
wfo-0000211529	wfo-0000211529	Aspalathus cinerascens E.Mey.
wfo-0000194826	wfo-0000194826	Erythrophleum lasianthum Corbishley
wfo-0000211310	wfo-0000211310	Aspalathus cliffortioides Bolus
wfo-0000211208	wfo-0000211208	Aspalathus linearifolia (Burm.f.) DC.
wfo-0000211397	wfo-0000211397	Aspalathus fourcadei L.Bolus
wfo-0001061750	wfo-0001061750	Paraserianthes lophantha (Willd.) I.C.Nielsen subsp. lophantha
wfo-0000211166	wfo-0000211166	Aspalathus fasciculata (Thunb.) R.Dahlgren
wfo-0000754076	wfo-0000754076	Agapanthus inapertus subsp. hollandii (F.M.Leight.) F.M.Leight.
wfo-0000211588	wfo-0000211588	Aspalathus ulicina Eckl. & Zeyh. subsp. ulicina
wfo-0000772047	wfo-0000772047	Agapanthus campanulatus F.M.Leight. subsp. campanulatus
wfo-0000211480	wfo-0000211480	Aspalathus lactea Thunb.
wfo-0001196175	wfo-0001196175	Cephalozia bicuspidata (L.) Dumort.
wfo-0000211493	wfo-0000211493	Aspalathus spinosa L.
wfo-0001189630	wfo-0001189630	Orthotrichum transvaaliense Rehmann ex Sim
wfo-0000830363	wfo-0000830363	Cephalocroton mollis Klotzsch
wfo-0000211538	wfo-0000211538	Aspalathus retroflexa L. subsp. retroflexa
wfo-0001151037	wfo-0001151037	Philonotis scabrifolia (Hook.f. & Wilson) Braithw.
wfo-0000211261	wfo-0000211261	Aspalathus villosa Thunb.
wfo-0000954038	wfo-0000954038	Erythrococca trichogyne (Mull.Arg.) Prain
wfo-0001155649	wfo-0001155649	Breutelia diffracta Mitt.
wfo-0000211250	wfo-0000211250	Aspalathus ternata (Thunb.) Druce
wfo-0000961844	wfo-0000961844	Euphorbia duseimata R.A.Dyer
wfo-0000211491	wfo-0000211491	Aspalathus simii Bolus
wfo-0000962172	wfo-0000962172	Euphorbia friedrichiae Dinter
wfo-0000961106	wfo-0000961106	Euphorbia bubalina Boiss.
wfo-0000211308	wfo-0000211308	Aspalathus spicata Thunb.
wfo-0000962072	wfo-0000962072	Euphorbia ferox Marloth
wfo-0000211284	wfo-0000211284	Aspalathus submissa R.Dahlgren
wfo-0000963116	wfo-0000963116	Euphorbia louwii L.C.Leach
wfo-0000962725	wfo-0000962725	Euphorbia ingens E.Mey. ex Boiss.
wfo-0000211563	wfo-0000211563	Aspalathus tenuissima R.Dahlgren
wfo-0000960717	wfo-0000960717	Euphorbia anoplia Stapf
wfo-0000187334	wfo-0000187334	Rhynchosia schlechteri Baker f.
wfo-0000961300	wfo-0000961300	Euphorbia cereiformis L.
wfo-0000963220	wfo-0000963220	Euphorbia mammillaris L.
wfo-0000187056	wfo-0000187056	Rhynchosia pinnata (Eckl. & Zeyh.) Harv.
wfo-0000963766	wfo-0000963766	Euphorbia oxystegia Boiss.
wfo-0000171877	wfo-0000171877	Dalbergia obovata E.Mey.
wfo-0000961387	wfo-0000961387	Euphorbia clavarioides Boiss.
wfo-0000965233	wfo-0000965233	Euphorbia umfoloziensis Peckover
wfo-0000187416	wfo-0000187416	Rhynchosia stenodon Baker f.
wfo-0000963267	wfo-0000963267	Euphorbia mauritanica L.
wfo-0000961957	wfo-0000961957	Euphorbia erythrina Link
wfo-0000194711	wfo-0000194711	Cullen tomentosum (Thunb.) J.W.Grimes
wfo-0000749700	wfo-0000749700	Listia marlothii (Engl.) B.-E.van Wyk & Boatwr.
wfo-0000219974	wfo-0000219974	Jatropha spicata Pax
wfo-0000896104	wfo-0000896104	Clutia heterophylla Thunb.
wfo-0000186475	wfo-0000186475	Rhynchosia harmsiana Schltr. ex Zahlbr.
wfo-0000209495	wfo-0000209495	Acacia podalyriifolia A.Cunn. ex G.Don
wfo-0000191942	wfo-0000191942	Acacia cultriformis A.Cunn. ex G.Don
wfo-0000931165	wfo-0000931165	Croton gratissimus Burch. var. gratissimus
wfo-0000192338	wfo-0000192338	Acacia dealbata Link
wfo-0000308760	wfo-0000308760	Acalypha angustata Sond.
wfo-0001053987	wfo-0001053987	Acacia adunca A.Cunn. ex G.Don
wfo-0000326700	wfo-0000326700	Tragia glabrata (Mull.Arg.) Pax & K.Hoffm.
wfo-0000203871	wfo-0000203871	Tephrosia purpurea (L.) Pers. subsp. purpurea
wfo-0000238050	wfo-0000238050	Acalypha sonderiana Mull.Arg.
wfo-0000198416	wfo-0000198416	Virgilia oroboides (P.J.Bergius) T.M.Salter
wfo-0000271430	wfo-0000271430	Phyllanthus macranthus Pax
wfo-0000188133	wfo-0000188133	Vigna frutescens A.Rich.
wfo-0001287227	wfo-0001287227	Harrisia martinii (Labour.) Britton
wfo-0000633874	wfo-0000633874	Asparagus natalensis (Baker) J.-P.Lebrun & Stork
wfo-0000182738	wfo-0000182738	Neorautanenia mitis (A.Rich.) Verdc.
wfo-0001364664	wfo-0001364664	Wiborgia leptoptera subsp. cedarbergensis R.Dahlgren
wfo-0000631386	wfo-0000631386	Asparagus alopecurus (Oberm.) Malcomber & Sebsebe
wfo-0000171267	wfo-0000171267	Umtiza listeriana Sim
wfo-0000631909	wfo-0000631909	Asparagus clareae (Oberm.) Fellingham & N.L.Mey.
wfo-0001344785	wfo-0001344785	Otholobium prodiens C.H.Stirt. & Muasya
wfo-0000634329	wfo-0000634329	Asparagus plumosus Baker
wfo-0000211109	wfo-0000211109	Rafnia amplexicaulis (L.) Thunb.
wfo-0000834956	wfo-0000834956	Asparagus hirsutus S.M.Burrows
wfo-0000632422	wfo-0000632422	Asparagus exuvialis Burch.
wfo-0000212293	wfo-0000212293	Otholobium argenteum (Thunb.) C.H.Stirt.
wfo-0000635057	wfo-0000635057	Asparagus subulatus Thunb.
wfo-0000211127	wfo-0000211127	Rafnia ovata E.Mey.
wfo-0000633720	wfo-0000633720	Asparagus microraphis (Kunth) Baker
wfo-0001076524	wfo-0001076524	Acridocarpus natalitius A.Juss. var. natalitius
wfo-0000212332	wfo-0000212332	Otholobium parviflorum (E.Mey.) C.H.Stirt.
wfo-0001043832	wfo-0001043832	Asplenium cordatum (Thunb.) Sw.
wfo-0001108079	wfo-0001108079	Asplenium inaequilaterale Bory ex Willd.
wfo-0000212330	wfo-0000212330	Otholobium obliquum (E.Mey.) C.H.Stirt.
wfo-0001110836	wfo-0001110836	Asplenium erectum var. usambarense (Hieron.) Schelpe
wfo-0000197196	wfo-0000197196	Hypocalyptus coluteoides (Lam.) R.Dahlgren
wfo-0001110841	wfo-0001110841	Asplenium simii A.F.Braithw. & Schelpe
wfo-0000744131	wfo-0000744131	Lebeckia uniflora B.-E.van Wyk & M.M.le Roux
wfo-0000197652	wfo-0000197652	Cyclopia buxifolia (Burm.f.) Kies
wfo-0000198327	wfo-0000198327	Podalyria sericea (Andrews) R.Br.
wfo-0000439166	wfo-0000439166	Staavia phylicoides Pillans
wfo-0000197634	wfo-0000197634	Cyclopia bowieana Harv.
wfo-0000801782	wfo-0000801782	Caperonia stuhlmannii Pax
wfo-0000197736	wfo-0000197736	Cyclopia genistoides (L.) R.Br.
wfo-0000748852	wfo-0000748852	Brunia thomae Class.-Bockh. & E.G.H.Oliv.
wfo-0000231857	wfo-0000231857	Macaranga capensis (Baill.) Benth. ex Sim
wfo-0001053786	wfo-0001053786	Lotononis acutiflora Benth.
wfo-0001218860	wfo-0001218860	Linconia alopecuroidea L.
wfo-0000194849	wfo-0000194849	Lotononis pulchella (E.Mey.) B.-E.van Wyk
wfo-0001110738	wfo-0001110738	Anemia dregeana Kunze
wfo-0000946481	wfo-0000946481	Drypetes gerrardii Hutch.
wfo-0001056319	wfo-0001056319	Lotononis sabulosa T.M.Salter
wfo-0000421441	wfo-0000421441	Bridelia micrantha (Hochst.) Baill.
wfo-0001260942	wfo-0001260942	Lotononis viminea (E.Mey.) B.-E.van Wyk
wfo-0000967258	wfo-0000967258	Flueggea virosa (Roxb. ex Willd.) Royle subsp. virosa
wfo-0000186703	wfo-0000186703	Lotononis rigida (E.Mey.) Benth.
wfo-0000171212	wfo-0000171212	Tylosema fassoglense (Kotschy ex Schweinf.) Torre & Hillc.
wfo-0000171180	wfo-0000171180	Tylosema esculentum (Burch.) A.Schreib.
wfo-0000195517	wfo-0000195517	Eriosema salignum E.Mey.
wfo-0001148618	wfo-0001148618	Andreaea rupestris Hedw.
wfo-0001178847	wfo-0001178847	Leucoloma sprengelianum (Mull.Hal.) A.Jaeger
wfo-0000181770	wfo-0000181770	Macrotyloma axillare (E.Mey.) Verdc.
wfo-0000754077	wfo-0000754077	Agapanthus inapertus subsp. intermedius F.M.Leight.
wfo-0000749355	wfo-0000749355	Tulbaghia acutiloba Harv.
wfo-0001073413	wfo-0001073413	Linum gracile Planch.
wfo-0000754063	wfo-0000754063	Agapanthus caulescens Spreng.
wfo-0001179555	wfo-0001179555	Campylopus hildebrandtii (Mull.Hal.) A.Jaeger
wfo-0001155833	wfo-0001155833	Bruchia eckloniana Mull.Hal.
wfo-0001110754	wfo-0001110754	Alsophila dregei (Kunze) R.M.Tryon
wfo-0001178579	wfo-0001178579	Campylopus clavatus (R.Br.) Wilson
wfo-0001107352	wfo-0001107352	Macrothelypteris torresiana (Gaudich.) Ching
wfo-0001073490	wfo-0001073490	Linum adustum E.Mey. ex Planch.
wfo-0001179591	wfo-0001179591	Campylopus jamesonii (Hook.) A.Jaeger
wfo-0001073491	wfo-0001073491	Linum aethiopicum Thunb.
wfo-0001178557	wfo-0001178557	Campylopus carolinae Grout
wfo-0001162090	wfo-0001162090	Zygodon intermedius Bruch & Schimp.
wfo-0001203249	wfo-0001203249	Lejeunea helenae Pearson
wfo-0001209719	wfo-0001209719	Cololejeunea occidentalis (E.W.Jones) Vanden Berghen
wfo-0001175224	wfo-0001175224	Schlotheimia percuspidata Mull.Hal.
wfo-0001198082	wfo-0001198082	Frullanoides tristis (Steph.) Van Slageren
wfo-0001214550	wfo-0001214550	Orthotrichum karoo F.Lara, Garilleti & Mazimpaka
wfo-0001200145	wfo-0001200145	Cheilolejeunea intertexta (Lindenb.) Steph.
wfo-0001195267	wfo-0001195267	Quathlamba debilicostata Magill
wfo-0001134420	wfo-0001134420	Thesium paronychioides Sond.
wfo-0000615199	wfo-0000615199	Colpoon speciosum (A.W.Hill) P.A.Bean
wfo-0001203273	wfo-0001203273	Jungermannia mildbraedii Steph.
wfo-0001154741	wfo-0001154741	Brachymenium dicranoides (Hornsch.) A.Jaeger
wfo-0000962393	wfo-0000962393	Euphorbia groenewaldii R.A.Dyer
wfo-0001134395	wfo-0001134395	Thesium litoreum Brenan
wfo-0001134353	wfo-0001134353	Thesium euphorbioides L.
wfo-0000962448	wfo-0000962448	Euphorbia hamata (Haw.) Sweet
wfo-0001188971	wfo-0001188971	Orthodontium lineare Schwagr.
wfo-0000962704	wfo-0000962704	Euphorbia × inconstantia R.A.Dyer
wfo-0001134364	wfo-0001134364	Thesium galioides A.DC.
wfo-0001154856	wfo-0001154856	Brachymenium pulchrum Hook.
wfo-0000961069	wfo-0000961069	Euphorbia brakdamensis N.E.Br.
wfo-0001202447	wfo-0001202447	Anthoceros dimorphus Sim
wfo-0000960565	wfo-0000960565	Euphorbia aeruginosa Schweick.
wfo-0001134431	wfo-0001134431	Thesium pseudovirgatum Levyns
wfo-0001154789	wfo-0001154789	Brachymenium leptophyllum (Bruch & Schimp. ex Mull.Hal.) Bruch & Schimp. ex A.Jaeger
wfo-0000961386	wfo-0000961386	Euphorbia clava Jacq.
wfo-0001198960	wfo-0001198960	Anomobryum drakensbergense Van Rooy
wfo-0001134422	wfo-0001134422	Thesium patulum A.W.Hill
wfo-0000963909	wfo-0000963909	Euphorbia pentagona Haw.
wfo-0001146758	wfo-0001146758	Archidium andersonianum Snider
wfo-0000964214	wfo-0000964214	Euphorbia pseudocactus A.Berger
wfo-0000911552	wfo-0000911552	Aponogeton fugax J.C.Manning & Goldblatt
wfo-0000963913	wfo-0000963913	Euphorbia pentops Marloth ex A.C.White, R.A.Dyer & B.Sloane
wfo-0000760965	wfo-0000760965	Aponogeton junceus Lehm.
wfo-0000761003	wfo-0000761003	Aponogeton rehmannii Oliv.
wfo-0000964878	wfo-0000964878	Euphorbia stellata Willd.
wfo-0001134463	wfo-0001134463	Thesium transvaalense Schltr.
wfo-0000964118	wfo-0000964118	Euphorbia polygona Haw.
wfo-0001146761	wfo-0001146761	Archidium muellerianum Snider
wfo-0000964517	wfo-0000964517	Euphorbia ruscifolia (Boiss.) N.E.Br.
wfo-0000965159	wfo-0000965159	Euphorbia triangularis Desf. ex A.Berger
wfo-0000964319	wfo-0000964319	Euphorbia quadrata Nel
wfo-0000965151	wfo-0000965151	Euphorbia transvaalensis Schltr.
wfo-0000823221	wfo-0000823221	Basella paniculata Volkens
wfo-0000962638	wfo-0000962638	Euphorbia huttoniae N.E.Br.
wfo-0001106473	wfo-0001106473	Leucospermum muirii E.Phillips
wfo-0001335371	wfo-0001335371	Euphorbia radyeri Bruyns
wfo-0001106978	wfo-0001106978	Leucadendron gydoense I.Williams
wfo-0000895274	wfo-0000895274	Clutia africana Poir.
wfo-0000896208	wfo-0000896208	Clutia imbricata E.Mey. & Prain
wfo-0001106890	wfo-0001106890	Leucospermum praemorsum (Meisn.) E.Phillips
wfo-0000326829	wfo-0000326829	Tragia okanyua Pax
wfo-0000219697	wfo-0000219697	Jatropha hirsuta Hochst. ex Krauss
wfo-0000897221	wfo-0000897221	Clutia rubricaulis Eckl. ex Sond.
wfo-0000219835	wfo-0000219835	Jatropha orangeana Dinter ex P.G.Mey.
wfo-0001106904	wfo-0001106904	Leucospermum tomentosum (Thunb.) R.Br.
wfo-0000279022	wfo-0000279022	Plukenetia africana Sond.
wfo-0001106725	wfo-0001106725	Protea angustata R.Br.
wfo-0000897014	wfo-0000897014	Clutia pulchella var. obtusata Sond.
wfo-0000896406	wfo-0000896406	Clutia laxa Eckl. ex Sond.
wfo-0001106818	wfo-0001106818	Protea repens (L.) L.
wfo-0001106726	wfo-0001106726	Protea aristata E.Phillips
wfo-0000897649	wfo-0000897649	Clutia virgata Pax & K.Hoffm.
wfo-0001106736	wfo-0001106736	Protea caespitosa Andrews
wfo-0001106748	wfo-0001106748	Protea convexa E.Phillips
wfo-0000758852	wfo-0000758852	Acalypha caperonioides Baill.
wfo-0001106727	wfo-0001106727	Protea aspera E.Phillips
wfo-0000751455	wfo-0000751455	Acalypha capensis (L.f.) Prain
wfo-0001106688	wfo-0001106688	Spatalla colorata Meisn.
wfo-0000504453	wfo-0000504453	Serruria brownii Meisn.
wfo-0000215040	wfo-0000215040	Acalypha peduncularis E.Mey. ex C.Krauss
wfo-0001106698	wfo-0001106698	Spatalla longifolia Salisb. ex Knight
wfo-0000936509	wfo-0000936509	Acalypha fimbriata Schumach. & Thonn.
wfo-0001106646	wfo-0001106646	Serruria rubricaulis R.Br.
wfo-0000504503	wfo-0000504503	Serruria nivenii R.Br.
wfo-0000271444	wfo-0000271444	Phyllanthus maderaspatensis L.
wfo-0000564499	wfo-0000564499	Bersama swinnyi E.Phillips
wfo-0000271107	wfo-0000271107	Phyllanthus graminicola Hutch.
wfo-0000667331	wfo-0000667331	Encephalartos aemulans Vorster
wfo-0000564313	wfo-0000564313	Bergia capensis L.
wfo-0000779994	wfo-0000779994	Tecomaria capensis (Thunb.) Spach
wfo-0000667378	wfo-0000667378	Encephalartos ferox G.Bertol.
wfo-0001287130	wfo-0001287130	Opuntia leucotricha DC.
wfo-0000667357	wfo-0000667357	Encephalartos cerinus Lavranos & D.L.Goode
wfo-0001189734	wfo-0001189734	Oxyrrhynchium subasperum Sim
wfo-0001287228	wfo-0001287228	Opuntia aurantiaca Lindl.
wfo-0001174804	wfo-0001174804	Rhynchostegium subbrachypterum Broth. & Bryhn
wfo-0000779287	wfo-0000779287	Podranea ricasoliana (Tanfani) Sprague
wfo-0001155346	wfo-0001155346	Brachythecium pseudopopuleum (Schimp. ex Mull.Hal.) Schimp.
wfo-0001182444	wfo-0001182444	Lindbergia pseudoleskeoides Dixon
wfo-0000271947	wfo-0000271947	Phyllanthus reticulatus Poir.
wfo-0001258261	wfo-0001258261	Opuntia engelmannii Salm-Dyck ex Engelm.
wfo-0001177651	wfo-0001177651	Callicostella tristis (Mull.Hal.) Broth.
wfo-0000631599	wfo-0000631599	Asparagus aspergillus Jessop
wfo-0000818115	wfo-0000818115	Roella compacta Schltr.
wfo-0000634487	wfo-0000634487	Asparagus rubicundus P.J.Bergius
wfo-0000816976	wfo-0000816976	Prismatocarpus alpinus (Bond) Adamson
wfo-0001076506	wfo-0001076506	Triaspis hypericoides (DC.) Burch. subsp. hypericoides
wfo-0000817535	wfo-0000817535	Prismatocarpus virgatus Fourc.
wfo-0000819380	wfo-0000819380	Wahlenbergia tomentosula Brehmer
wfo-0000632776	wfo-0000632776	Asparagus glaucus Kies
wfo-0000819641	wfo-0000819641	Wahlenbergia distincta Brehmer
wfo-0000834955	wfo-0000834955	Asparagus elephantinus S.M.Burrows
wfo-0000819546	wfo-0000819546	Wahlenbergia wyleyana Sond.
wfo-0000632151	wfo-0000632151	Asparagus densiflorus (Kunth) Jessop
wfo-0000634993	wfo-0000634993	Asparagus striatus (L.f.) Thunb.
wfo-0000631484	wfo-0000631484	Asparagus angusticladus (Jessop) J.-P.Lebrun & Stork
wfo-0001108088	wfo-0001108088	Asplenium aethiopicum (Burm.f.) Bech.
wfo-0000838906	wfo-0000838906	Wahlenbergia krebsii Cham. subsp. krebsii
wfo-0000748639	wfo-0000748639	Audouinia laevis (Pillans) A.V.Hall
wfo-0001196619	wfo-0001196619	Plagiochasma rupestre (J.R.Forst. & G.Forst.) Steph.
wfo-0000820272	wfo-0000820272	Wahlenbergia thunbergii var. debilis (Sond.) B.Nord.
wfo-0000819333	wfo-0000819333	Wahlenbergia orae Lammers
wfo-0001160146	wfo-0001160146	Pleuridium subulatum (Hedw.) Rabenh.
wfo-0000819595	wfo-0000819595	Wahlenbergia bolusiana Schltr. & Brehmer
wfo-0000564580	wfo-0000564580	Berzelia squarrosa (Thunb.) Sond.
wfo-0000620038	wfo-0000620038	Corchorus confusus Wild
wfo-0000709989	wfo-0000709989	Grewia hispida Harv.
wfo-0000748847	wfo-0000748847	Brunia trigyna (Schltr.) Class.-Bockh. & E.G.H.Oliv.
wfo-0000427579	wfo-0000427579	Warburgia salutaris (G.Bertol.) Chiov.
wfo-0000620198	wfo-0000620198	Corchorus tridens L.
wfo-0000748849	wfo-0000748849	Brunia callunoides (Oliv.) Class.-Bockh. & E.G.H.Oliv.
wfo-0000709929	wfo-0000709929	Grewia flava DC.
wfo-0000877597	wfo-0000877597	Cleistanthus schlechteri (Pax) Hutch. var. schlechteri
wfo-0001130676	wfo-0001130676	Oligomeris dregeana (Mull.Arg.) Mull.Arg.
wfo-0000967254	wfo-0000967254	Flueggea verrucosa (Thunb.) G.L.Webster
wfo-0000540841	wfo-0000540841	Apodytes abbottii Potgieter & A.E.van Wyk
wfo-0000306547	wfo-0000306547	Schinziophyton rautanenii (Schinz) Radcl.-Sm.
wfo-0001203556	wfo-0001203556	Cephaloziella natalensis (Sim) S.W.Arnell
wfo-0001239115	wfo-0001239115	Mohria rigida J.P.Roux
wfo-0001292815	wfo-0001292815	Ceratophyllum submersum L. subsp. submersum
wfo-0001194265	wfo-0001194265	Holomitrium cylindraceum var. cucullatum (Besch.) Wijk & Margad.
wfo-0000982782	wfo-0000982782	Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don
wfo-0001158703	wfo-0001158703	Dicranella subsubulata (Hampe ex Mull.Hal.) A.Jaeger
wfo-0000925990	wfo-0000925990	Guthriea capensis Bolus
wfo-0000366415	wfo-0000366415	Linum thunbergii Eckl. & Zeyh.
wfo-0000831785	wfo-0000831785	Ceratophyllum demersum L.
wfo-0000317302	wfo-0000317302	Strophanthus luteolus Codd
wfo-0001158031	wfo-0001158031	Trematodon divaricatus Bruch
wfo-0001202677	wfo-0001202677	Lophocolea fragrans (Moris & De Not.) Gottsche, Lindenb. & Nees
wfo-0001182790	wfo-0001182790	Aongstroemia filiformis (P.Beauv.) Wijk & Margad.
wfo-0000382832	wfo-0000382832	Ocotea kenyensis (Chiov.) Robyns & R.Wilczek
wfo-0000598875	wfo-0000598875	Chaenostoma patrioticum (Hiern) Kornhall
wfo-0001073494	wfo-0001073494	Linum pungens Planch.
wfo-0000598900	wfo-0000598900	Chaenostoma subspicatum Benth.
wfo-0000598874	wfo-0000598874	Chaenostoma paniculatum (Hilliard) Kornhall
wfo-0000598818	wfo-0000598818	Chaenostoma calycinum Benth.
wfo-0001137361	wfo-0001137361	Peliostomum calycinum N.E.Br.
wfo-0001156138	wfo-0001156138	Bryum aubertii (Schwagr.) Brid.
wfo-0000598881	wfo-0000598881	Chaenostoma polelense (Hiern) Kornhall
wfo-0001211175	wfo-0001211175	Cheilolejeunea krakakammae (Lindenb.) R.M.Schust.
wfo-0001137690	wfo-0001137690	Phyllopodium multifolium Hiern
wfo-0000651814	wfo-0000651814	Dischisma arenarium E.Mey.
wfo-0001212909	wfo-0001212909	Lejeunea tabularis (Spreng.) Gottsche, Lindenb. & Nees
wfo-0000471545	wfo-0000471545	Phyllopodium collinum (Hiern) Hilliard
wfo-0001156045	wfo-0001156045	Bryum andicola Hook.
wfo-0001137705	wfo-0001137705	Polycarena tenella Hiern
wfo-0000474835	wfo-0000474835	Polycarena lilacina Hilliard
wfo-0001203408	wfo-0001203408	Leucolejeunea rotundistipula (Lindenb. ex Lehm.) A.Evans
wfo-0000701858	wfo-0000701858	Gerardiina angolensis Engl.
wfo-0000626296	wfo-0000626296	Cromidon plantaginis (L.f.) Hilliard
wfo-0001185242	wfo-0001185242	Mielichhoferia bryoides (Harv.) Wijk & Margad.
wfo-0001177436	wfo-0001177436	Bryum viguieri Ther.
wfo-0001134341	wfo-0001134341	Thesium decipiens Hilliard & B.L.Burtt
wfo-0001134373	wfo-0001134373	Thesium gypsophiloides A.W.Hill
wfo-0001274906	wfo-0001274906	Pseudoselago violacea Hilliard
wfo-0001164062	wfo-0001164062	Rhodobryum roseum (Hedw.) Limpr.
wfo-0000692351	wfo-0000692351	Freylinia visseri Van Jaarsv.
wfo-0001134458	wfo-0001134458	Thesium squarrosum L.f.
wfo-0000651831	wfo-0000651831	Dischisma squarrosum Schltr.
wfo-0001134454	wfo-0001134454	Thesium spartioides A.W.Hill
wfo-0000703886	wfo-0000703886	Globulariopsis stricta (P.J.Bergius) Hilliard
wfo-0000761010	wfo-0000761010	Aponogeton stuhlmannii Engl.
wfo-0000450855	wfo-0000450855	Melanospermum rudolfii Hilliard
wfo-0001337049	wfo-0001337049	Pseudoselago hilliardiae J.C.Manning & Goldblatt
wfo-0001106945	wfo-0001106945	Leucadendron conicum (Lam.) I.Williams
wfo-0001259656	wfo-0001259656	Jamesbrittenia maritima (Hiern) Hilliard
wfo-0001259657	wfo-0001259657	Jamesbrittenia megadenia Hilliard
wfo-0001106921	wfo-0001106921	Leucadendron arcuatum (Lam.) I.Williams
wfo-0001259671	wfo-0001259671	Jamesbrittenia pristisepala (Hiern) Hilliard
wfo-0000442449	wfo-0000442449	Leucadendron spirale (Salisb. ex Knight) I.Williams
wfo-0000442513	wfo-0000442513	Leucadendron immoderatum Rourke
wfo-0001259674	wfo-0001259674	Jamesbrittenia ramosissima (Hiern) Hilliard
wfo-0001106908	wfo-0001106908	Leucospermum vestitum (Lam.) Rourke
wfo-0001107051	wfo-0001107051	Leucadendron strobilinum (L.) Druce
wfo-0001107056	wfo-0001107056	Leucadendron thymifolium (Salisb. ex Knight) I.Williams
wfo-0001139094	wfo-0001139094	Jamesbrittenia albiflora (I.Verd.) Hilliard
